id,name,nrate,avg_rate,pic_url
103885,Star Wars: X-Wing Miniatures Game,24363,7.65,https://cf.geekdo-images.com/yNqgVxaqoZepir7Hzkfe-Q__micro/img/OKIS12HYfJvGuTjHdv1I1aqn2SI=/fit-in/64x64/filters:strip_icc()/pic1603292.jpg
155426,Castles of Mad King Ludwig,24282,7.53,https://cf.geekdo-images.com/jVAMlNeDMVZakxJPy-lDrQ__micro/img/joXWuXBNjvurP5_dyLrOXNmpy_k=/fit-in/64x64/filters:strip_icc()/pic7229993.jpg
100423,Elder Sign,24208,6.97,https://cf.geekdo-images.com/wNCSCl961fMzDUhwetfjTg__micro/img/pd9pjvrY--Igzgont0cIyTUa3jw=/fit-in/64x64/filters:strip_icc()/pic1236119.jpg
12942,No Thanks!,24164,7.07,https://cf.geekdo-images.com/2DyxMVASynw87LRULZuyqA__micro/img/Up29N7QJIaziw9kGlGHErhpJiY0=/fit-in/64x64/filters:strip_icc()/pic4657706.jpg
188834,Secret Hitler,24146,7.52,https://cf.geekdo-images.com/rAQ3hIXoH6xDcj41v9iqCg__micro/img/6NTv7tbuyr7OxNYMGKkC2tTj4Ek=/fit-in/64x64/filters:strip_icc()/pic5164305.jpg
177736,A Feast for Odin,24089,8.19,https://cf.geekdo-images.com/s9oGMCo1fcfV4Dk3EnqLZw__micro/img/JCrcuFDrjVQ64uLbqpH-Pmg6XsU=/fit-in/64x64/filters:strip_icc()/pic3146943.png
123540,Tokaido,23946,6.95,https://cf.geekdo-images.com/-sUA2HQNFHBxOdzHE6Ywlg__micro/img/dQoA_OdfGnxwMGfQMQv00ofwUJw=/fit-in/64x64/filters:strip_icc()/pic3747956.png
2653,Survive: Escape from Atlantis!,23863,7.32,https://cf.geekdo-images.com/0M2ck50-GanxBWfOHUZ64A__micro/img/2baP3_Bis1a9JJlMUKJQH4G1xu8=/fit-in/64x64/filters:strip_icc()/pic1300182.png
123260,Suburbia,23810,7.49,https://cf.geekdo-images.com/1YcHesB7LRvCF8i9vgH7qw__micro/img/RcbDE5V0Sq6fJAJ69iUFtdH5G64=/fit-in/64x64/filters:strip_icc()/pic6009608.png
167355,Nemesis,23693,8.33,https://cf.geekdo-images.com/tAqLpWxQ0Oo3GaPP3MER1g__micro/img/tivhH093LwCowK-_S7bVF_xha34=/fit-in/64x64/filters:strip_icc()/pic5073276.jpg
176494,Isle of Skye: From Chieftain to King,23649,7.41,https://cf.geekdo-images.com/GCxsnITFBO1pNXiBYkq_qA__micro/img/UCoDe7Dv8ifIaqR80KH0GnUPc1c=/fit-in/64x64/filters:strip_icc()/pic2524838.jpg
108745,Seasons,23463,7.37,https://cf.geekdo-images.com/awmZ9rYy-hTgea6Vdp_OoQ__micro/img/B_j57PuXRinPUE9mPJIe7D9JzVU=/fit-in/64x64/filters:strip_icc()/pic1299390.jpg
18,RoboRally,23386,7.07,https://cf.geekdo-images.com/eJx8hRJ6-86C2VrhECwEPA__micro/img/IfPMof4TY56v0V85kPR24rDXKb4=/fit-in/64x64/filters:strip_icc()/pic1000553.jpg
171623,The Voyages of Marco Polo,23294,7.81,https://cf.geekdo-images.com/n1G7_aWToLAAB7Mqt8iwyA__micro/img/c8Ld-3E8S0devFlugLvyiAEESbY=/fit-in/64x64/filters:strip_icc()/pic2461346.png
154203,Imperial Settlers,23287,7.35,https://cf.geekdo-images.com/pRwsvyfsRJ-lWWwVJCdXNg__micro/img/WEFU2OrColIqO6sdHtxY83vG_Jc=/fit-in/64x64/filters:strip_icc()/pic2871265.jpg
8217,San Juan,23204,7.24,https://cf.geekdo-images.com/kiD03bslLpN_0Qe1LJ8OGg__micro/img/VNweqso3VtsV8cZOuQChDxV_B08=/fit-in/64x64/filters:strip_icc()/pic174174.jpg
164153,Star Wars: Imperial Assault,23154,7.98,https://cf.geekdo-images.com/pIQ_MXvaoARRp1loCHJuHg__micro/img/i2soAnlvaDCzWksrpO2By4-GgGA=/fit-in/64x64/filters:strip_icc()/pic2247647.jpg
77423,The Lord of the Rings: The Card Game,23097,7.66,https://cf.geekdo-images.com/ZmXi5BbtoWl58ZnKcUy1vw__micro/img/e5AtJJGUBkPjdiJR4RCzckfokLc=/fit-in/64x64/filters:strip_icc()/pic906495.jpg
100901,Flash Point: Fire Rescue,23081,7.18,https://cf.geekdo-images.com/v6bTbxeprDFj1nN4AenvjA__micro/img/Ei3zZMjNSnW0q4SNPoBDiOnrXMA=/fit-in/64x64/filters:strip_icc()/pic1129370.jpg
263918,Cartographers,22945,7.66,https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__micro/img/-B-yH3o3CkeAA2xqNYdQNdX8YFc=/fit-in/64x64/filters:strip_icc()/pic4397932.png
342942,Ark Nova,22920,8.57,https://cf.geekdo-images.com/SoU8p28Sk1s8MSvoM4N8pQ__micro/img/LSAi1pmhbTbWwtBrziutDOXzfdY=/fit-in/64x64/filters:strip_icc()/pic6293412.jpg
220308,Gaia Project,22905,8.43,https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__micro/img/odWj2bEnZi9dEcQQrOtYj1e0QLE=/fit-in/64x64/filters:strip_icc()/pic5375625.png
209685,Century: Spice Road,22898,7.33,https://cf.geekdo-images.com/0_KEDk4lCvryf1Ju3YQJxA__micro/img/1dk76UNWVYXBiYrDt9Z6kABJl_w=/fit-in/64x64/filters:strip_icc()/pic3339551.jpg
143741,BANG! The Dice Game,22715,6.92,https://cf.geekdo-images.com/BLTFau1Ue-gjX6geQdYrjQ__micro/img/J8UIjJYVvZhmoP4sc4ig1K1hwm0=/fit-in/64x64/filters:strip_icc()/pic2909713.jpg
28720,Brass: Lancashire,22596,8.19,https://cf.geekdo-images.com/tHVtPzu82mBpeQbbZkV6EA__micro/img/jM8d5Q5btvJmcWQN_px-A-nlueI=/fit-in/64x64/filters:strip_icc()/pic3469216.jpg
104006,Village,22129,7.5,https://cf.geekdo-images.com/5FBIAvZi3Sw8dvmfwwJTjg__micro/img/JzEMolI9R4zQqrQ4aQEa3YlTky8=/fit-in/64x64/filters:strip_icc()/pic2760568.jpg
107529,Kingdom Builder,22116,6.95,https://cf.geekdo-images.com/kJOP_BICVX-88sKqFRh9PQ__micro/img/719wrvZGx8SkxkVx1-itMHpGUMU=/fit-in/64x64/filters:strip_icc()/pic1152359.jpg
73439,Troyes,21752,7.73,https://cf.geekdo-images.com/fBIe-aEPtJKC-ceNlspK6A__micro/img/6ZLZgf_o1omV4ijqi2OLJWK_GM0=/fit-in/64x64/filters:strip_icc()/pic750583.jpg
129437,Legendary: A Marvel Deck Building Game,21689,7.55,https://cf.geekdo-images.com/ZrRidumkzu62HuwKdgQpHA__micro/img/PVhHfqxWmkfiSLmmL8bXjBeiKZY=/fit-in/64x64/filters:strip_icc()/pic1430769.jpg
122515,Keyflower,21442,7.75,https://cf.geekdo-images.com/HbfgxDJZQnNEZQKvpmJxQg__micro/img/L6e_jaWDU2M5XPhV0lMhPPo26EU=/fit-in/64x64/filters:strip_icc()/pic2278942.jpg
2993,Carcassonne: Expansion 1 – Inns & Cathedrals,21110,7.63,https://cf.geekdo-images.com/g9q--tONTL86x2D4NKiM8g__micro/img/B61-t9rIj-BwAn_QQAU6MQdNxII=/fit-in/64x64/filters:strip_icc()/pic2659943.jpg
161970,Alchemists,21086,7.66,https://cf.geekdo-images.com/ztNshEv3Fsm46HCJaEOFPw__micro/img/6amZZCVb_LzbpGfhGjmy4Agph0A=/fit-in/64x64/filters:strip_icc()/pic2241156.png
218603,Photosynthesis,21063,7.04,https://cf.geekdo-images.com/HhkYuVxMy-XrRCBWmZ78Eg__micro/img/DPyT6Ft66g7FKKN_DwAjGrq7JOM=/fit-in/64x64/filters:strip_icc()/pic3364832.jpg
170042,Raiders of the North Sea,20954,7.75,https://cf.geekdo-images.com/hXdfAhgZ8OeyWLunt36wlw__micro/img/qdkWYsmTq_dyuJU5YCVCZMQrkAI=/fit-in/64x64/filters:strip_icc()/pic3578101.jpg
254640,Just One,20930,7.6,https://cf.geekdo-images.com/qKcKjHpzAvLddwBhyindag__micro/img/YQi3eyPFc7TV8myWJiQzNyUkJQ8=/fit-in/64x64/filters:strip_icc()/pic4268499.jpg
8203,"Hey, That's My Fish!",20764,6.69,https://cf.geekdo-images.com/wgRGz0YoYNac1AA5FM4U_A__micro/img/r6bfIDBYO_LtkAkZepliFRX8PBI=/fit-in/64x64/filters:strip_icc()/pic382232.jpg
12,Ra,20725,7.49,https://cf.geekdo-images.com/k7lG683LBZdvFyS-FH-MpA__micro/img/KhJhgvXaS2iO0fIatSM9zrHmbcA=/fit-in/64x64/filters:strip_icc()/pic6746812.png
244522,That's Pretty Clever!,20648,7.59,https://cf.geekdo-images.com/3-unuy5JW1cC8C6EUBNiOA__micro/img/paSoM8bH12xJsE0csH_LrUq0JU8=/fit-in/64x64/filters:strip_icc()/pic4410877.jpg
37046,Ghost Stories,20626,7.29,https://cf.geekdo-images.com/Mfoj66t524ZS5DKMZJlUYQ__micro/img/_kCI2C5b5c67xZI2UB1rvHiRu84=/fit-in/64x64/filters:strip_icc()/pic1790243.jpg
116,Guillotine,20578,6.53,https://cf.geekdo-images.com/9gdaUHNTcgv8RhFhG0kzBw__micro/img/xq4N4MDT04y-YQr9x4_pv6EgDGg=/fit-in/64x64/filters:strip_icc()/pic143139.jpg
180263,The 7th Continent,20574,7.93,https://cf.geekdo-images.com/OYne8uBCHv5oEgRfpOrV0A__micro/img/8IGVzvGADTyV8kjaMNw-VCBL4TY=/fit-in/64x64/filters:strip_icc()/pic2648303.jpg
198773,Codenames: Pictures,20385,7.21,https://cf.geekdo-images.com/Q2u-Nk68Wb1iLjxh_dfsIg__micro/img/XOAPhcYFTV6_GWueoFFEYE2qSAM=/fit-in/64x64/filters:strip_icc()/pic3476592.jpg
166384,Spyfall,20201,6.81,https://cf.geekdo-images.com/Ehx72XRdSeQHISVXcZVnHg__micro/img/ldZfZ5bQAIYKfHSjWxBzj5uIpWg=/fit-in/64x64/filters:strip_icc()/pic2453926.jpg
118048,Targi,20154,7.63,https://cf.geekdo-images.com/wHg4fOf48cs1kw1PDOk1tQ__micro/img/I3v-kbkcehXvBeP_3-qbaW9U8co=/fit-in/64x64/filters:strip_icc()/pic3958793.jpg
54998,Cyclades,20115,7.52,https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__micro/img/3_lU4yZ94uRNnejhaWhZMekSXgA=/fit-in/64x64/filters:strip_icc()/pic584779.jpg
156129,Deception: Murder in Hong Kong,20008,7.47,https://cf.geekdo-images.com/1COY3oeK9aN2_XNimKaNww__micro/img/uH-G0ydUSiNTfVBdoFv_Vy1zGLI=/fit-in/64x64/filters:strip_icc()/pic3033330.jpg
239188,Chronicles of Crime,19916,7.65,https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__micro/img/MZt1YCfdLXYetxeg7tZQaVOok1M=/fit-in/64x64/filters:strip_icc()/pic4317519.jpg
118,Modern Art,19894,7.47,https://cf.geekdo-images.com/wLto-xaabHwKQe_Bc4iD1Q__micro/img/IcevtuHa5wbYSpkiPp4vFOqrDVo=/fit-in/64x64/filters:strip_icc()/pic3458036.png
5782,Coloretto,19870,6.98,https://cf.geekdo-images.com/pd3qaiROSgTJ5js_0e4Nhw__micro/img/WEe_LRTLWjVrqTU98LRv9nMRj7I=/fit-in/64x64/filters:strip_icc()/pic6653783.png
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,19826,7.67,https://cf.geekdo-images.com/ptDZ2tJ6dSNiONAx3HH8Tw__micro/img/oG1Tt-dugnxtcq2xclh1AcrjG6s=/fit-in/64x64/filters:strip_icc()/pic3514298.jpg
224037,Codenames: Duet,19758,7.48,https://cf.geekdo-images.com/0d1EaMVmAiIBROI2QstFSQ__micro/img/adCgMexDsSnafr71XQ9K72pcEGE=/fit-in/64x64/filters:strip_icc()/pic3596681.jpg
62219,Dominant Species,19684,7.82,https://cf.geekdo-images.com/oeygRZntjNUJWvc8SxDfww__micro/img/gXi23Nbfem6XTfRlV2eHEHB_cHY=/fit-in/64x64/filters:strip_icc()/pic784193.jpg
295947,Cascadia,19566,8.0,https://cf.geekdo-images.com/MjeJZfulbsM1DSV3DrGJYA__micro/img/x2BDobiHVhQHl7LhBimeU8L1ko4=/fit-in/64x64/filters:strip_icc()/pic5100691.jpg
160477,Onitama,19562,7.37,https://cf.geekdo-images.com/GJKuOCy5HGAYgVH_Rei5mA__micro/img/g_8DQKslvB7qa3k5nrw9qqB2xW8=/fit-in/64x64/filters:strip_icc()/pic7070194.jpg
43570,Friday,19549,7.12,https://cf.geekdo-images.com/7bBUuYUIyKIBDh_UnNa_Fw__micro/img/nmxIKcPYOSBi90lauhH7-zkgQEQ=/fit-in/64x64/filters:strip_icc()/pic1513328.jpg
15512,Incan Gold,19471,6.83,https://cf.geekdo-images.com/GueRjF-4bGb2kiK6oTFBDA__micro/img/OYyYYkBvxpbRUoglbCceNnS8Kl0=/fit-in/64x64/filters:strip_icc()/pic4195192.jpg
92415,Skull,19462,7.2,https://cf.geekdo-images.com/OPrd2iXm43dir7BwKAMOuQ__micro/img/SCXbBfCpDPociLDFDusmHCqhSgs=/fit-in/64x64/filters:strip_icc()/pic6097488.jpg
217372,The Quest for El Dorado,19449,7.64,https://cf.geekdo-images.com/IHOUjBZ9ziMeYTRWp2hYAA__micro/img/nQez6iYcgwJyExcylPp1__xy1h8=/fit-in/64x64/filters:strip_icc()/pic4848678.jpg
92828,Dixit: Odyssey,19415,7.42,https://cf.geekdo-images.com/7b75ZZJQ4EEbDsKLi6kYSw__micro/img/25AacLyInvpafP8h3Fn5b_EZn4E=/fit-in/64x64/filters:strip_icc()/pic918568.jpg
5,Acquire,19349,7.33,https://cf.geekdo-images.com/3C--kJRhi6kTPHsr9dNaWw__micro/img/UEwGRnn6rC4FcI1aM3Ev-dIwZI0=/fit-in/64x64/filters:strip_icc()/pic3299296.jpg
1294,Clue,19313,5.67,https://cf.geekdo-images.com/owlmDA10KegcwPaapY5auw__micro/img/DQP_kSRpQtUHvgt9AMy-AOZzzT0=/fit-in/64x64/filters:strip_icc()/pic5146918.png
21790,Thurn and Taxis,19293,7.09,https://cf.geekdo-images.com/OlwMFxx9t6HGndTSKaWxhg__micro/img/ZDX5vKF7xVm_xHxa2rhrQlSaxDw=/fit-in/64x64/filters:strip_icc()/pic115300.jpg
205896,Rising Sun,19284,7.8,https://cf.geekdo-images.com/iwevA6XmiNLHn1QnGUucqw__micro/img/CGB3Ihk0wWICh8wG6_Wp2pbGoCk=/fit-in/64x64/filters:strip_icc()/pic3880340.jpg
54,Tikal,19275,7.33,https://cf.geekdo-images.com/ajU3xzGDUKihjNdvjCR1Hw__micro/img/d_IcWZHBpSPpcLIzAUDN7Y3m29o=/fit-in/64x64/filters:strip_icc()/pic3328391.jpg
194594,Dice Forge,19228,7.25,https://cf.geekdo-images.com/4BTVGQWO0M9ayxyku3FW6Q__micro/img/kp9DQn-4JnTGYyNIpAyADkQpY_o=/fit-in/64x64/filters:strip_icc()/pic3477004.jpg
209778,Magic Maze,19226,6.99,https://cf.geekdo-images.com/wJfDIveg2zpTGn8E1WzEpA__micro/img/wPo47UfrkY_CLaO0fihpBdc6tss=/fit-in/64x64/filters:strip_icc()/pic3268473.jpg
233078,Twilight Imperium: Fourth Edition,19226,8.65,https://cf.geekdo-images.com/_Ppn5lssO5OaildSE-FgFA__micro/img/2gymaKs35_2yj7eyyA6cYyVmd9c=/fit-in/64x64/filters:strip_icc()/pic3727516.jpg
27162,Kingsburg,19200,7.18,https://cf.geekdo-images.com/pHFQxD8va6vOrrNfazVzsg__micro/img/HDLcTms0_KGxE5XIwRI-xpXivi4=/fit-in/64x64/filters:strip_icc()/pic253057.jpg
171131,Captain Sonar,19112,7.54,https://cf.geekdo-images.com/Dpu5nFJu4UUJ4Y50WyKueg__micro/img/74FcqqkSUatvz5C2CkdW2q04UCE=/fit-in/64x64/filters:strip_icc()/pic7069368.jpg
12493,Twilight Imperium: Third Edition,18995,7.8,https://cf.geekdo-images.com/MHeQQrbauUVsvh2QF6PMog__micro/img/qq2rc5GmKHOr8Dpn5Q8di_FD6Cg=/fit-in/64x64/filters:strip_icc()/pic4128153.jpg
285774,Marvel Champions: The Card Game,18884,8.17,https://cf.geekdo-images.com/kRvUgYiaOq07kC67ZK5UoQ__micro/img/4DLQr45lpVBfCkiy-kVwhl4z4vQ=/fit-in/64x64/filters:strip_icc()/pic4900321.jpg
926,Catan: Cities & Knights,18864,7.45,https://cf.geekdo-images.com/XVjc87_UzjIhagFeO4r8ew__micro/img/bd23PopqC_WZasUlVKhJif4tC5I=/fit-in/64x64/filters:strip_icc()/pic2420315.jpg
266524,PARKS,18838,7.72,https://cf.geekdo-images.com/mF2cSNRk2O6HtE45Sl9TcA__micro/img/-HROI5hgpItpxFauKvAzFbFgEns=/fit-in/64x64/filters:strip_icc()/pic4852372.jpg
25613,Through the Ages: A Story of Civilization,18806,7.88,https://cf.geekdo-images.com/3piN3YX4WmBRuIvbEG2Ygg__micro/img/xy_566fY112BYtYJjT29cfAcHsk=/fit-in/64x64/filters:strip_icc()/pic236169.jpg
163967,Tiny Epic Galaxies,18733,7.35,https://cf.geekdo-images.com/c_87h8o0AOrfCO3hxMjjrA__micro/img/3StPmJGPf7TzK52lGa3wnhXM3jE=/fit-in/64x64/filters:strip_icc()/pic2349732.jpg
37904,Formula D,18694,7.01,https://cf.geekdo-images.com/ScuaQBHRYnsqrwSxSdEdIw__micro/img/lNERA5wvxUZsPRkxbJfEj2o0uQc=/fit-in/64x64/filters:strip_icc()/pic519914.jpg
74,Apples to Apples,18592,5.77,https://cf.geekdo-images.com/S5GzB_f2Re3kEDoSxqG5Ew__micro/img/tLveBuwE9eZiwswthZyVyIUecX8=/fit-in/64x64/filters:strip_icc()/pic213515.jpg
28023,Jamaica,18576,7.07,https://cf.geekdo-images.com/jZRfv3isrBG5waCzEx60Cw__micro/img/EU7d-yPXqtVCLzkW_MU3uMHERdU=/fit-in/64x64/filters:strip_icc()/pic6434838.png
124708,Mice and Mystics,18538,7.26,https://cf.geekdo-images.com/pZFrbWXBzrkxqOotg05D9Q__micro/img/0TXWSNqt7m9GE3FnvhYGcrCSBsQ=/fit-in/64x64/filters:strip_icc()/pic1312072.jpg
25669,Qwirkle,18493,6.78,https://cf.geekdo-images.com/k7zHj8j_a6uUAtXUt5Fvuw__micro/img/hqcmNqqB2ItF8njCrTm1wCkQcwA=/fit-in/64x64/filters:strip_icc()/pic309353.jpg
216132,Clans of Caledonia,18480,7.96,https://cf.geekdo-images.com/SPuwc6RJ6y4PnTH36Pegsg__micro/img/wWI0kOjt4L4TOOV_Dn2BLthq5QQ=/fit-in/64x64/filters:strip_icc()/pic3511783.png
147151,Concept,18303,6.78,https://cf.geekdo-images.com/hHFs0_KRoW_FJ0cMIVgZcw__micro/img/3LlKd32m_a_24y140cCMYergqfs=/fit-in/64x64/filters:strip_icc()/pic4991925.jpg
325,Catan: Seafarers,18174,7.15,https://cf.geekdo-images.com/yO6X6iObEb7PtECKCagMKg__micro/img/zH3PwDHY8iTkiw4HjHjoUDaZGmo=/fit-in/64x64/filters:strip_icc()/pic2420293.jpg
127023,Kemet,18157,7.68,https://cf.geekdo-images.com/RmZjhy7_6REp8IaXh9Zqwg__micro/img/JhmgQqmj1m5K7EKHBExVgFHKUf4=/fit-in/64x64/filters:strip_icc()/pic3979527.jpg
169426,Roll Player,18063,7.49,https://cf.geekdo-images.com/enmQAOQl99U6wiQvZoL5GQ__micro/img/z4AffmYyVibrMQn4YhLrJ2TvFZQ=/fit-in/64x64/filters:strip_icc()/pic2556921.jpg
113924,Zombicide,18043,7.12,https://cf.geekdo-images.com/ZqjfzvtaTIT5FYp1D2CfKw__micro/img/MtYzGk2vrPLqxP5GM8dt5G76YnM=/fit-in/64x64/filters:strip_icc()/pic1196191.jpg
262712,Res Arcana,17977,7.7,https://cf.geekdo-images.com/gcALy45JfcjyKUn6T3mBIQ__micro/img/lGAmt1ncLJQjn8D9eilWID5pVNA=/fit-in/64x64/filters:strip_icc()/pic4422847.jpg
115746,War of the Ring: Second Edition,17920,8.53,https://cf.geekdo-images.com/ImPgGag98W6gpV1KV812aA__micro/img/NT-Av_3kdYUcwuti5ocmIQXow3g=/fit-in/64x64/filters:strip_icc()/pic1215633.jpg
127398,Legends of Andor,17682,7.15,https://cf.geekdo-images.com/IO8_BYKeofnWy8DIjo2RRg__micro/img/dZMgKBaYL9S5o4eQ0PZOBiGuRpI=/fit-in/64x64/filters:strip_icc()/pic2606106.jpg
140934,Arboretum,17655,7.33,https://cf.geekdo-images.com/XYOn10oXBrDqHySf0jvnyQ__micro/img/oXEq6SZJdA5icbhBemOwK90Pjf8=/fit-in/64x64/filters:strip_icc()/pic4172124.png
225694,Decrypto,17649,7.78,https://cf.geekdo-images.com/hHZWXnUTMYDd_KTAM6Jwlw__micro/img/g7DQGNNf6ZFwYDGpe9kT3e4KELY=/fit-in/64x64/filters:strip_icc()/pic3759421.jpg
175914,Food Chain Magnate,17632,8.09,https://cf.geekdo-images.com/Wtxml94LAXsIWQCxGPS63Q__micro/img/4Oucoa190njfSaNHr8YRIl6UnTU=/fit-in/64x64/filters:strip_icc()/pic2649434.png
62871,Zombie Dice,17569,6.22,https://cf.geekdo-images.com/iPy584JMAJYrupqRdQp8gA__micro/img/AFCdQ1XdtisN2KJy2LBCtHslQKg=/fit-in/64x64/filters:strip_icc()/pic4991962.jpg
229853,Teotihuacan: City of Gods,17427,7.89,https://cf.geekdo-images.com/wW5xjgBJcFyLaEWZwrYuKA__micro/img/kXVTBtcGC-5L706WFNJLAuZTovQ=/fit-in/64x64/filters:strip_icc()/pic4583626.jpg
24480,The Pillars of the Earth,17292,7.27,https://cf.geekdo-images.com/J897fuu-nl83_o90uOakVQ__micro/img/2PBBStEkPAnWkVAXDqJDUWuEUNY=/fit-in/64x64/filters:strip_icc()/pic3691155.jpg
40849,Pandemic: On the Brink,17246,8.05,https://cf.geekdo-images.com/MOsfIJrEqkGMUlo09TL3rw__micro/img/OV89eoDA9G6z2qLwZk7R73qhArI=/fit-in/64x64/filters:strip_icc()/pic7014070.jpg
286096,Tapestry,17179,7.45,https://cf.geekdo-images.com/7kqDmkUMGxXHr1wNPA7Gvg__micro/img/3YMCw53b6I0NHJF6dwpOFOc6K2s=/fit-in/64x64/filters:strip_icc()/pic4884996.jpg
182874,Grand Austria Hotel,17173,7.91,https://cf.geekdo-images.com/GlCmHjdLwv3SqSjv52ToGw__micro/img/egqhEcYTqBsaT7AeNBe2LdUcGZs=/fit-in/64x64/filters:strip_icc()/pic6966955.jpg
180974,Potion Explosion,17153,7.14,https://cf.geekdo-images.com/iAycB5JlPVO1Yf5zRMQitg__micro/img/-tWvEd0EF8n5XpZtEK1kFH0hwYE=/fit-in/64x64/filters:strip_icc()/pic2630294.png
258,Fluxx,17150,5.67,https://cf.geekdo-images.com/ZBQHRlhd32wt4F_zgeic6w__micro/img/fA7ekwcn6UHWSGcklOmS-CL3DrE=/fit-in/64x64/filters:strip_icc()/pic2405641.jpg
21763,Mr. Jack,17082,6.99,https://cf.geekdo-images.com/CDdF4xOQJsNK0gX8-tBdCQ__micro/img/hftnDB3c-k9smDcycG4EanwO6ng=/fit-in/64x64/filters:strip_icc()/pic3066125.jpg
63888,Innovation,16991,7.28,https://cf.geekdo-images.com/YBE-vyyYRANWO2NXSQQghg__micro/img/lWb-N3Heq8auhjeyh42Um25bdXY=/fit-in/64x64/filters:strip_icc()/pic2966859.png
155821,Inis,16926,7.82,https://cf.geekdo-images.com/6QE8mnPFmauoj2THsyUYPA__micro/img/KzK9JEEodDn0EyHA8rJy2X0cyYA=/fit-in/64x64/filters:strip_icc()/pic4739757.jpg
144733,Russian Railroads,16924,7.75,https://cf.geekdo-images.com/B0oEVgeqs4_rT8oyb1_Juw__micro/img/HlS0hYq3MdgmSR6YLj_h0x7zJl4=/fit-in/64x64/filters:strip_icc()/pic1772936.jpg
191189,Aeon's End,16906,7.96,https://cf.geekdo-images.com/d50LceHj6LIafa4S_qIsCg__micro/img/0El7f9TAr9UfvKlcsXYrBe8jEOc=/fit-in/64x64/filters:strip_icc()/pic3189350.jpg
34219,Biblios,16831,7.2,https://cf.geekdo-images.com/w9pHmbMbHEFYtuOUcWcruA__micro/img/L6aGM4vxnB04yAaTPauGXpCP4lE=/fit-in/64x64/filters:strip_icc()/pic759154.jpg
760,Battle Line,16790,7.41,https://cf.geekdo-images.com/jhORjBZcaM22fWiLU946aQ__micro/img/YXs2u3zVhDT-BrobNfS7rJu-QJY=/fit-in/64x64/filters:strip_icc()/pic6975876.jpg
281259,The Isle of Cats,16685,7.79,https://cf.geekdo-images.com/AuAheDzhkLufiZFE9JaRNA__micro/img/rx1j8qFjOrmsWHaQhseRKppXKSA=/fit-in/64x64/filters:strip_icc()/pic4781085.jpg
5405,Carcassonne: Expansion 2 – Traders & Builders,16676,7.61,https://cf.geekdo-images.com/BaBb91gSf9Lu7CA0Pa9sOg__micro/img/TmSwAkC0esaB8bSp39k4_Czm0aU=/fit-in/64x64/filters:strip_icc()/pic2659946.jpg
9674,Ingenious,16565,7.11,https://cf.geekdo-images.com/k_dMkjiVuLX8syS0Gt-OGw__micro/img/PKrNotUlFRieA3CSDkUgfOPDzHY=/fit-in/64x64/filters:strip_icc()/pic3958804.jpg
102680,Trajan,16564,7.75,https://cf.geekdo-images.com/djdeCr__iNV5rMnGnxNiaQ__micro/img/HObHn_WxO9uvtAfQan4UG-X3n_I=/fit-in/64x64/filters:strip_icc()/pic4336095.png
256382,Disney Villainous,16495,7.01,https://cf.geekdo-images.com/7Ej5V5Dq92QdvVFvISfl_A__micro/img/BCdE7g9OzVwSl3OQs-OYMlZcum8=/fit-in/64x64/filters:strip_icc()/pic4216110.jpg
113294,Escape: The Curse of the Temple,16442,6.97,https://cf.geekdo-images.com/m6269wyfWVa7gZp3oXKx6A__micro/img/hbO1IuakjbpWFFjVnfmNfzj5WM0=/fit-in/64x64/filters:strip_icc()/pic3328521.jpg
219513,Bärenpark,16431,7.32,https://cf.geekdo-images.com/9JC16l1EMwmJkpbjaUBkpw__micro/img/4kDAm7tLUe-cIF3gM4g32_4Lbbw=/fit-in/64x64/filters:strip_icc()/pic3486218.jpg
199042,Harry Potter: Hogwarts Battle,16399,7.4,https://cf.geekdo-images.com/ugYBvYxyWyx8_BqaFKZlGw__micro/img/iyrkaTWLSuOjaOCE3M7OwYb3RNM=/fit-in/64x64/filters:strip_icc()/pic3518231.jpg
63268,Spot it!,16342,6.58,https://cf.geekdo-images.com/b_6y9HdMqZMmFuOJ8o02yw__micro/img/JvmR2KkMof5TaK9fCXT8cd4tVzE=/fit-in/64x64/filters:strip_icc()/pic1203476.jpg
188,Go,16259,7.64,https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__micro/img/Ix921NmcSJyBLYXo0ZDAXMrNYpk=/fit-in/64x64/filters:strip_icc()/pic1728832.jpg
209010,Mechs vs. Minions,16255,7.99,https://cf.geekdo-images.com/n4J5LebMj0DQD016qW7ABw__micro/img/n4vvAq2JZvjf0yS_Mugr79dqM90=/fit-in/64x64/filters:strip_icc()/pic3184103.jpg
265736,Tiny Towns,16155,7.27,https://cf.geekdo-images.com/aE1EoOzr530gQin8bj8QDA__micro/img/tciAo9bu8JXQaYq6HDCBxsN2X0I=/fit-in/64x64/filters:strip_icc()/pic4460401.jpg
41,Can't Stop,16070,6.87,https://cf.geekdo-images.com/nMitZr9Lu4Ux7LLqBy7Z8A__micro/img/l8FkOepTswHoefuUtNlYT05rIKg=/fit-in/64x64/filters:strip_icc()/pic6875169.png
